Date,Attraction,Avg_Temperature,Rainfall_mm,Public_Holiday_Count,Festival_Season,Foreign_Visitors_%,Visitor_Count
2025-11-14,Sigiriya Rock Fortress,26.1,7.3,0,None,44,2242
2025-11-15,Sigiriya Rock Fortress,26.9,2.4,0,None,45,3253
2025-11-16,Sigiriya Rock Fortress,25.9,42.8,0,None,41,2419
2025-11-17,Sigiriya Rock Fortress,26.5,16.3,0,None,49,2242
2025-11-18,Sigiriya Rock Fortress,26.7,10.6,0,None,45,2220
2025-11-19,Sigiriya Rock Fortress,28.1,3.9,0,None,46,2618
2025-11-20,Sigiriya Rock Fortress,25.8,7.7,0,None,47,2137
2025-11-21,Sigiriya Rock Fortress,27.5,7.3,0,None,38,2138
2025-11-22,Sigiriya Rock Fortress,26.6,2.4,0,None,40,2543
2025-11-23,Sigiriya Rock Fortress,26.8,0.2,1,None,32,3634
2025-11-24,Sigiriya Rock Fortress,26.6,7.2,0,None,48,2405
2025-11-25,Sigiriya Rock Fortress,26.8,23.9,0,None,38,1790
2025-11-26,Sigiriya Rock Fortress,26.4,36.5,0,None,46,1899
2025-11-27,Sigiriya Rock Fortress,27.3,29.3,0,None,47,2172
2025-11-28,Sigiriya Rock Fortress,26.2,30.9,0,None,49,1983
2025-11-29,Sigiriya Rock Fortress,27.1,3.0,1,None,38,3289
2025-11-30,Sigiriya Rock Fortress,26.0,15.6,0,None,45,2549
2025-12-01,Sigiriya Rock Fortress,26.4,20.3,0,Peak Season,77,3651
2025-12-02,Sigiriya Rock Fortress,25.8,21.6,0,Peak Season,77,3461
2025-12-03,Sigiriya Rock Fortress,26.7,11.1,0,Peak Season,73,3525
2025-12-04,Sigiriya Rock Fortress,27.2,14.0,0,Peak Season,69,3242
2025-12-05,Sigiriya Rock Fortress,26.3,29.3,0,Peak Season,61,3194
2025-12-06,Sigiriya Rock Fortress,26.2,19.9,0,Peak Season,71,3976
2025-12-07,Sigiriya Rock Fortress,25.7,23.5,0,Peak Season,66,3795
2025-12-08,Sigiriya Rock Fortress,26.2,7.2,0,Peak Season,70,3644
2025-12-09,Sigiriya Rock Fortress,25.4,22.5,0,Peak Season,63,3428
2025-12-10,Sigiriya Rock Fortress,25.8,13.9,0,Peak Season,66,3589
2025-12-11,Sigiriya Rock Fortress,26.5,27.1,0,Peak Season,68,3458
2025-12-12,Sigiriya Rock Fortress,27.1,5.3,0,Peak Season,68,3566
2025-12-13,Sigiriya Rock Fortress,28.0,25.2,0,Peak Season,70,3873
2025-12-14,Sigiriya Rock Fortress,26.0,8.5,1,Peak Season,64,4440
2025-12-15,Sigiriya Rock Fortress,27.2,25.4,0,Peak Season,59,3089
2025-12-16,Sigiriya Rock Fortress,26.5,16.2,0,Peak Season,77,3633
2025-12-17,Sigiriya Rock Fortress,26.2,13.0,0,Peak Season,82,3574
2025-12-18,Sigiriya Rock Fortress,26.6,9.0,0,Peak Season,70,3614
2025-12-19,Sigiriya Rock Fortress,26.3,11.7,1,Peak Season,59,3790
2025-12-20,Sigiriya Rock Fortress,26.4,7.6,0,Peak Season,62,3643
